size,seat_tube_length,seat_tube_angle,top_tube_length,head_tube_length,head_tube_angle,fork_rake,trail,wheelbase,chain_stay_length,bottom_bracket_drop,stack,reach,stand_over_height,handlebar_width,stem_length,crank_length,wheel_size
One Size,350,77.0,545,105,64.5,41,126.5,1147.5,425,10,584.5,410.1,676,740,40,155,
